id,title,price,link,image_link
A117,Almond & Lotus Salt Scrub,49.99 USD,https://www.premierdeadsea-usa.com/en/almond-and-lotus-salt-scrub,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c877e346aca_A117.jpg
A119,Lemongrass & Mandarin Salt Scrub,49.99 USD,https://www.premierdeadsea-usa.com/en/lemongrass-mandarin-salt-scrub,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcf17cf0cf_A119.jpg
C2e,Classic Moisture Cream - For Normal To Oily Skin,109.99 USD,https://www.premierdeadsea-usa.com/en/crema-hidratante-clasica-para-pieles-normales-a-grasas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/605723d598e4b_C2e.jpg
C3e,Moisture Cream - For dry Skin,109.99 USD,https://www.premierdeadsea-usa.com/en/crema-hidratante-para-pieles-secas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd387a2a72_C3e.jpg
B203-R,Body Cream Passion Fruit,39.99 USD,https://www.premierdeadsea-usa.com/en/body-cream-passion-fruit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd401caf3c_b203_R.jpg
A18e,Classic Age Defying Cream,129.99 USD,https://www.premierdeadsea-usa.com/en/anti-wrinkle-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c850bdafe23_A18e.jpg
B161,Classic Dead Sea Luxury Skin Care Collection - Moisturize & Foot,39.99 USD,https://www.premierdeadsea-usa.com/en/skin-care-collection-mosturize-and-foot,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc83057c05_B161.jpg
B184,Classic Facial Cleansing And Clarifying Kit,69.99 USD,https://www.premierdeadsea-usa.com/en/classic-facial-cleansing-and-clarifying-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc839bab8f_B184.jpg
B190,Classic Miracle & Peeling Kit,439.99 USD,https://www.premierdeadsea-usa.com/en/classic-miracle-and-peeling-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc85775f34_B190.jpg
B200,Facial Duo,459.99 USD,https://www.premierdeadsea-usa.com/en/facial-duo,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b18b2f3fa8_Dead_Sea_Premier_facial_duo_cream_and_mask.jpg
B40,Classic Duo Kit Box,49.99 USD,https://www.premierdeadsea-usa.com/en/duo-kit-box,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61b5fdc277c34_Classic_Duo_Kit_Box_Christmas.jpg
B43,Classic Travel Trio Gift Set,34.99 USD,https://www.premierdeadsea-usa.com/en/the-luxury-collection-spa-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc878237cd_B43.jpg
B45,Classic Pour Homme Shave & Cleanse Kit,89.99 USD,https://www.premierdeadsea-usa.com/en/pour-homme-shave-cleanse-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b18d69e8a8_B45.jpg
C11,Dead Sea Mud Mask,49.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mud-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8701599df0_C11.jpg
C12,Dead Sea Mud Face Serum,49.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mud-face-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8707295827_C12.jpg
C13,Dead Sea Mud Cream,49.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mud-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c870d202459_C13.jpg
K10,Perfection Refining Facial Peeling Mask,249.99 USD,https://www.premierdeadsea-usa.com/en/perfection-refining-facial-peeling-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c871dc189e8_K10_copy.jpg
K12,Perfection Bio-Performance Liposome Gel-Serum,109.99 USD,https://www.premierdeadsea-usa.com/en/perfection-bioperformance-liposome-gelserum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8733784203_K12_35_ml_bottle.jpg
K13,Prestige Miracle Noir Mask,399.99 USD,https://www.premierdeadsea-usa.com/en/prestige-miracle-noir-mask-christmas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c873e06c1d5_K13.jpg
K14,Prestige Moisture Complex - Normal To Dry Skin,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-moisture-complex-normal-to-dry-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c874aa0e5cd_K14.jpg
K15,Prestige Moisture Complex - Normal To Oily Skin,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-moisture-complex-normal-to-oily-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8756943ce9_K15.jpg
K16,Prestige Eye Cream - For Sensitive Skin,299.99 USD,https://www.premierdeadsea-usa.com/en/prestige-eye-cream-for-sensitive-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cab8fc17ff2_K16_copy.jpg
B3e,Classic Pearl Whitening Cream,149.99 USD,https://www.premierdeadsea-usa.com/en/pearl-whitening-reflecting-cream-complex,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c846e3660c5_B3e.jpg
C1e,Classic Moisture Cream - Normal To Dry Skin,109.99 USD,https://www.premierdeadsea-usa.com/en/moisture-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc8e8e868d_C1e.jpg
C5e,Classic Instant Stretching & Revitalizing Mask,169.99 USD,https://www.premierdeadsea-usa.com/en/instant-stretching-and-revitalizing,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c847e07dd47_Classic_Instant_Stretching___Revitalizing_Mask_christmas.jpg
C7e,Classic Neck Cream,179.99 USD,https://www.premierdeadsea-usa.com/en/neck-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c848d7c5533_C7e.jpg
G105e,Ageless Future Deep Wrinkle Filler,299.99 USD,https://www.premierdeadsea-usa.com/en/deep-wrinkle-filler,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc923841d1_G105e.jpg
G1e,Ageless Future Detoxifying Mask,299.99 USD,https://www.premierdeadsea-usa.com/en/cell-renewal-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/608e860a83b2f_G1e.jpg
G2e,Ageless Future Cell Renewal Cream,299.99 USD,https://www.premierdeadsea-usa.com/en/cell-renewal-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc960bfd7b_G2e.jpg
G3e,Ageless Future Cell Renewal Serum,299.99 USD,https://www.premierdeadsea-usa.com/en/cell-renewal-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc96ae84bc_G3e.jpg
K17,Prestige Night Cream Complex - All Skin Types,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-night-cream-complex-all-skin-types,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cab98a23a12_K17.jpg
K18,Prestige Day Cream Complex -  Normal To Dry Skin,199.99 USD,https://www.premierdeadsea-usa.com/en/prestige-day-cream-complex--normal-to-dry-skin-,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61caba0f54e89_K18.jpg
K19,Prestige Day Cream Complex - Normal To Oily Skin,199.99 USD,https://www.premierdeadsea-usa.com/en/prestige-day-cream-complex-normal-to-oily-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61caba581086c_K19.jpg
K20,Prestige Moisturizing Emulsion,229.99 USD,https://www.premierdeadsea-usa.com/en/prestige-moisturizing-emulsion-christmas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c87613eecc9_K20.jpg
K21,Prestige Professional Peeling Mask,149.99 USD,https://www.premierdeadsea-usa.com/en/prestige-professional-peeling-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61caba981fb95_K21.jpg
K22,Prestige Eye Serum - Eye Contour Age -Defying Fluid,299.99 USD,https://www.premierdeadsea-usa.com/en/prestige-eye-serum-eye-contour-age-defying-fluid,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c876a8d37ba_K22.jpg
K23,Prestige Concentrated Facial Serum With Vitamins C&E,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-concentrated-facial-serum-with-vitamins-ce,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c87745c294e_K23_white.jpg
K24,Age Smart Age Defying Cream - All Skin Types,299.99 USD,https://www.premierdeadsea-usa.com/en/age-smart-age-defying-cream-all-skin-types,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61656b540167a_K24.jpg
K25,"Age Smart Mud, Seaweed, And Honey Mask - Normal To Oily Skin",329.99 USD,https://www.premierdeadsea-usa.com/en/age-smart-mud-seaweed-and-honey-mask-normal-to-oily-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1e5fe595a_K25_70ml.jpg
K26,"Age Smart Collagen, Beta-Carotene, And Seaweed Mask - Normal To Dry Skin",329.99 USD,https://www.premierdeadsea-usa.com/en/age-smart-collagen-betacarotene-and-seaweed-mask-normal-to-dry-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1ea00f077_K26_70ml.jpg
K27,Age Smart Décolletage & Neck Age - Defying Collagen And Beta-Carotene Serum,299.99 USD,https://www.premierdeadsea-usa.com/en/age-smart-dcolletage-neck-age--defying-collagen-and-betacarotene-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1ee15b683_K27.jpg
K28,Prestige White Pearl Whitening Cream Complex - All Skin Types,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-white-pearl-whitening-cream-complex-all-skin-types,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1f2763d43_K28.jpg
K29,Prestige White Pearl Whitening Serum,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-white-pearl-whitening-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1f6a9cb73_K29.jpg
K32n,Biox Ultra Intensive Age - Defying Serum,599.99 USD,https://www.premierdeadsea-usa.com/en/biox-ultra-intensive-age-defying-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61964b6c254a7_K32_548x730.jpg
K33n,Biox Ultra Intensive Age - Defying Eye Cream Gel,449.99 USD,https://www.premierdeadsea-usa.com/en/biox-ultra-intensive-age-defying-eye-cream-gel-,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61964c778715d_K33_548x730.jpg
K34,Biox Ultra Intensive Age - Defying Eye Mask,429.99 USD,https://www.premierdeadsea-usa.com/en/biox-ultra-intensive-age-defying-eye-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b20b7052d8_K34.jpg
K35,Ageless Future  Snake Venom Detoxifying Mask,2199.99 USD,https://www.premierdeadsea-usa.com/en/ageless-future-snake-venom-detoxifying-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b20f8a2e27_K35.jpg
K36,Ageless Future Snake Venom Cell Renewal Cream,1799.99 USD,https://www.premierdeadsea-usa.com/en/ageless-future-snake-venom-cell-renewal-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2138a6ce7_K36.jpg
K37,Ageless Future  Snake Venom Cell Renewal Serum,1899.99 USD,https://www.premierdeadsea-usa.com/en/ageless-future-snake-venom-cell-renewal-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b21790adff_K37.jpg
K38,Ageless Future  Snake Venom Deep Wrinkle Filler,1599.99 USD,https://www.premierdeadsea-usa.com/en/ageless-future-snake-venom-deep-wrinkle-filler,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b21b9d11fd_K38.jpg
K39,Prestige White Pearl Spot Whitening Treatment,299.99 USD,https://www.premierdeadsea-usa.com/en/prestige-white-pearl-spot-whitening-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b22072f1ce_K39.jpg
K40,Gentle Self Foaming Mousse Cleanser,89.99 USD,https://www.premierdeadsea-usa.com/en/gentle-foaming-mousse-cleanser,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61656c97b9aad_K40.jpg
K41,Neck Age Defying Collagen And Beta Carotene Cream,314.99 USD,https://www.premierdeadsea-usa.com/en/neck-age-defying-collagen-and-beta-carotene-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b22695f662_K41.jpg
K42,"""Wrinkle Attack"" Miracle Cream Wand",699.99 USD,https://www.premierdeadsea-usa.com/en/wrinkle-attack-miracle-cream-wand,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b22add921c_k42.jpg
K60,Diamond Masterpiece Intense Recovery Mask Treatment,2990.00 USD,https://www.premierdeadsea-usa.com/en/diamond-masterpiece-intense-recovery-mask-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b22e938010_K60.jpg
K70,Mask For Problematic Skin- For Acne Prone Or Damaged Skin,249.99 USD,https://www.premierdeadsea-usa.com/en/mask-for-problematic-skin-for-acne-prone-or-damaged-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b235e855f4_K70_70ml.jpg
PS10,Supreme Face Lift Cream,399.99 USD,https://www.premierdeadsea-usa.com/en/face-lift-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b14ea8f7aa_PS10.jpg
PS11,Supreme Lifting Intensifier,499.99 USD,https://www.premierdeadsea-usa.com/en/supreme-lifting-intensifier,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b14fd3352d_PS11.jpg
PS12,Supreme Instant Tightening Face Lift,799.00 USD,https://www.premierdeadsea-usa.com/en/supreme-instant-tightening-face-lift,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b150df2ce8_PS12.jpg
PS13,Supreme Elastin And Beta Carotene Lifting Mask,399.99 USD,https://www.premierdeadsea-usa.com/en/supreme-elastin-lifting-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c82e4995802_Supreme_Elastin_And_Beta_Carotene_Lifting_Mask_Christmas.jpg
PS14,Supreme Lifting Neck Serum,599.99 USD,https://www.premierdeadsea-usa.com/en/supreme-lifting-neck-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b153170e68_PS14.jpg
PS15,Supreme Advanced Botu Cream,599.99 USD,https://www.premierdeadsea-usa.com/en/supreme-advanced-boto-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c82efcdfc43_PS15_548x730.jpg
PS16,Supreme Advanced Botu Serum,599.99 USD,https://www.premierdeadsea-usa.com/en/supreme-advanced-boto-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1555c7bdd_PS16_548x730.jpg
PS17,Supreme Advanced Botu Mask,699.99 USD,https://www.premierdeadsea-usa.com/en/supreme-advanced-boto-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c82fb474d8e_PS17_548x730.jpg
PS18,Supreme Advanced Botu Targeted Wrinkle Filler,799.99 USD,https://www.premierdeadsea-usa.com/en/supreme-advanced-boto-targeted-wrinkle-filler,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b157a06e41_PS18_548x730.jpg
PS1,Supreme Perfecting Peeling Gel,199.99 USD,https://www.premierdeadsea-usa.com/en/perfecting-peeling-gel,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cabb14ea6dd_PS1_548x730.jpg
PS20,Supreme Skin Minerals Age Defying Cream,349.00 USD,https://www.premierdeadsea-usa.com/en/supreme-skin-minerals-age-defying-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b159dd2143_PS20.jpg
PS2,Supreme Perfecting Cream,199.99 USD,https://www.premierdeadsea-usa.com/en/perfecting-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cabb4cdbc18_PS2_548x730.jpg
PS3,Supreme Cleansing Cream,69.99 USD,https://www.premierdeadsea-usa.com/en/supreme-cleansing-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b15d231ddf_PS3.jpg
PS30,Supreme Body Souffle - Velvet Collection,69.99 USD,https://www.premierdeadsea-usa.com/en/velvet-collection-body-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61b5bf4d7169d_velvet_collection_body_cream_Christmas.jpg
PS31,Supreme Body Souffle - Cashmere Collection,69.99 USD,https://www.premierdeadsea-usa.com/en/cashmere-collection-body-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b15f2541e8_PS31.jpg
PS32,Supreme Aromatherapy Remedies Salt Scrub - Velvet Collection,69.99 USD,https://www.premierdeadsea-usa.com/en/aromatherapy-remedies-salt-scrub-velvet-collection,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b160277ce0_PS32.jpg
PS33,Supreme Aromatherapy Remedies Salt Scrub - Cashmere  Collection,69.99 USD,https://www.premierdeadsea-usa.com/en/aromatherapy-remedies-salt-scrub-cashmere-collection,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b161250021_PS33.jpg
PS36,Black Velvet Skin Transforming Essence,989.99 USD,https://www.premierdeadsea-usa.com/en/supreme-black-velevt-skin-essense,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cabb8153a77_PS36.jpg
PS37,Black Velvet Skin Transforming Cream,899.99 USD,https://www.premierdeadsea-usa.com/en/supreme-black-velvet-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cabbfb9366d_PS37.jpg
PS38,Black Velvet Skin Transforming Mask,1089.99 USD,https://www.premierdeadsea-usa.com/en/supreme-balck-velvet-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cabc75f33c2_PS38.jpg
PS39,30 Seconds Single Step Multi Lifting Syringe,980.00 USD,https://www.premierdeadsea-usa.com/en/30-seconds-single-step-multi-lifting-syringe,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b16f915042_PS39.jpg
PS4,Supreme Clarifying Lotion,69.99 USD,https://www.premierdeadsea-usa.com/en/supreme-clarifying-lotion,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b170640c34_PS4.jpg
PS41,Regenessence Supreme Gold And Diamond Mask Treatment,5000.00 USD,https://www.premierdeadsea-usa.com/en/regenessence-supreme-gold-and-diamond-mask-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7465f13d9_REGENESSENCE_SUPREME_GOLD_AND_DIAMOND_MASK_TREATMENT_PS41.jpg
PS5,Supreme Exfoliating Emulsion,99.99 USD,https://www.premierdeadsea-usa.com/en/exfoliating-emulsion,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b1758733f7_PS5.jpg
PS6,Supreme Skin Minerals Eye Care,449.99 USD,https://www.premierdeadsea-usa.com/en/supreme-skin-mineral-eye-care,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f74d81f344_PS6u.jpg
PS7,Supreme Skin Minerals Eye Infusion,449.99 USD,https://www.premierdeadsea-usa.com/en/supreme-skin-mineral-eye-infusion,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7500e9bbb_PS7e.jpg
PS8,Supreme Skin Minerals Facial Infusion,399.99 USD,https://www.premierdeadsea-usa.com/en/skin-minerals-facial-infusion,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8306cddfdc_PS8.jpg
PS9,Supreme Skin Minerals Magical Mask,399.99 USD,https://www.premierdeadsea-usa.com/en/skin-minerals-magical-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b178f5eaa5_PS9.jpg
PSN1B,Supreme Moisture Locking Natural Cream,34.99 USD,https://www.premierdeadsea-usa.com/en/supreme-moisture-locking-natural-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7525b5d52_PSN1B.jpg
PSna,Supreme Beautifying Nail Kit - Velvet,59.99 USD,https://www.premierdeadsea-usa.com/en/supreme-beautifying-nail-kit-velvet,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f75474b961_PSNA.jpg
PSnb,Supreme Beautifying Nail Kit - Cashmere,59.99 USD,https://www.premierdeadsea-usa.com/en/supreme-beautifying-nail-kit-cashmere,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f756b3013f_PSNB.jpg
S20,Original Hand Made Dead Sea Salt Soap - Blue Ocean,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-blue-ocean,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca3c3a9ed_S20.jpg
S21,Original Hand Made Dead Sea Salt Soap - Green Apple,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-green-apple,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca467e7aa_S21.jpg
S22,Original Hand Made Dead Sea Salt Soap - Red Passion,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-red-passion,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca505cca0_S22.jpg
S23,Original Hand Made Dead Sea Salt Soap - Fruit Mix,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-fruit-mix,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca5b06bce_S23.jpg
S24,Original Hand Made Dead Sea Salt Soap - Citrus,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-citrus,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca6499a40_S24.jpg
S25,Original Hand Made Dead Sea Salt Soap - Vanilla Love,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-vanilla-love,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca6e4d395_S25.jpg
S26,Original Hand Made Dead Sea Salt Soap - Vanilla Mix,14.99 USD,https://www.premierdeadsea-usa.com/en/original-hand-made-dead-sea-salt-soap-vanilla-mix,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca78010d0_S26.jpg
S2e,Dead Sea Mineral Salt Soap,24.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mineral-salt-soap,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/615c069e80801_S2.jpg
S3e,Dead Sea Mineral Mud Soap,24.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mineral-mud-soap,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/615c07aa14be2_S3.jpg
S7e,Dead Sea Mineral Trio Soap Pack,19.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mineral-trio-soap-pack,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bca9fc4df5_S7e.jpg
S8,Dead Sea Soap Duo,29.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-soap-duo,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcaa9c472b_S8e.jpg
T1,Minerals-To-Go - Active Nourishing Cream,49.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-active-nourishing-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcab3dc266_T1__35ml.jpg
T2,Minerals-To-Go - Active Age Defying Day Cream,49.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-active-age-defying-day-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcabd634a9_T2__35ml.jpg
T25,Anti-Aging 24K Gold Mask Miracle Noir,699.99 USD,https://www.premierdeadsea-usa.com/en/mariah-carey-anti-aging-24k-gold-mask-miracle-noir,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b24be1284e_Anti_aging_24k_gold_mask_miracle_noir__T25.jpg
T26,24K Gold Anti-Aging Facial Peeling Mask & Anti-Aging Moisture Cream,599.99 USD,https://www.premierdeadsea-usa.com/en/mariah-carey-anti-aging-24k-mask-and-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b24cc42238_T26.jpg
T27,Anti-Aging 24K Gold Mask Treatment,1599.99 USD,https://www.premierdeadsea-usa.com/en/mariah-carey-anti-aging-24k-gold-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b24da5d7e0_T27.jpg
T3,Minerals-To-Go - Active Eye Cream,59.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-active-eye-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcae5ef07c_T3__35ml.jpg
T4,Minerals-To-Go - Active Nourishing Facial Mask,49.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-active-nourishing-facial-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcaefae03f_T4__35ml.jpg
T5,Minerals-To-Go - Cooling Foot Gel,29.99 USD,https://www.premierdeadsea-usa.com/en/mineralstogo-cooling-foot-gel,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f851271a6e29_T5__100ml.jpg
T6,Minerals-To-Go - Shower Cream,29.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-shower-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcaf963034_T6__250ml.jpg
T7,Minerals-To-Go - Mild Mud Shampoo,29.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-mild-mud-shampoo,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcb0318d4a_T7__250ml.jpg
T8,Minerals-To-Go - Salt Shampoo,29.99 USD,https://www.premierdeadsea-usa.com/en/minerals-to-go-salt-shampoo,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcb0de7617_T8__250ml.jpg
B212,Trio Luxury,79.99 USD,https://www.premierdeadsea-usa.com/en/trio-luxury,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcb17972f3_B212_K85_k81_A112.jpg
B213,Trio Elite,99.99 USD,https://www.premierdeadsea-usa.com/en/trio-elite,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcb20b343a_B213_K85_A112_A141.jpg
K81,Prestige Luxury Hand Cream,34.99 USD,https://www.premierdeadsea-usa.com/en/prestige-luxury-hand-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b24f5b39f0_K81_125ml.jpg
K82,Prestige Luxury Foot Cream,34.99 USD,https://www.premierdeadsea-usa.com/en/prestige-luxury-foot-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2503ba084_K82_125ml.jpg
K83,Prestige Moisture Cream For Multi Use,39.99 USD,https://www.premierdeadsea-usa.com/en/prestige-moisture-cream-for-multi-use,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b250f27a67_K83_125ml.jpg
K84,Prestige Facial Cleanser With Micro Grains,39.99 USD,https://www.premierdeadsea-usa.com/en/prestige-facial-cleanser-with-micro-grains,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b251a9aff5_K84_125ml.jpg
K02,Skin Toner - Normal To Dry Skin,69.99 USD,https://www.premierdeadsea-usa.com/en/skin-toner-normal-to-dry-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61557d0a981bb_A02e.jpg
K85,Prestige Natural Aloe Vera Gel,39.99 USD,https://www.premierdeadsea-usa.com/en/prestige-natural-aloe-vera-gel,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b253b6f281_K85_125ml.jpg
